stem,case_id,action,label,gap_px,angle_deg,continuity,len_min,len_max,bright_min,bright_max
32_C08_br223_igf1r,gt_c08_neg_0088_0174_gt064_057,separate,0,147.5,24.2,0.972,167.1,389.3,97.6,149.8
32_C08_br223_igf1r,gt_c08_neg_0396_0435_gt096_033,separate,0,74.3,49.1,1.0,119.4,209.5,108.9,149.4
32_C08_br223_igf1r,gt_c08_neg_0186_0220_gt035_090,separate,0,59.5,53.0,0.929,113.7,431.8,69.0,126.2
32_C08_br223_igf1r,gt_c08_neg_0463_0489_gt237_022,separate,0,148.8,20.4,0.712,98.1,424.4,130.5,145.2
32_C08_br223_igf1r,gt_c08_neg_0568_0610_gt076_102,separate,0,132.6,29.3,0.908,175.5,315.1,96.0,142.5
32_C08_br223_igf1r,gt_c08_neg_0037_0130_gt061_077,separate,0,174.7,16.7,1.0,160.5,341.2,118.8,148.4
32_C08_br223_igf1r,gt_c08_neg_0550_0632_gt018_169,separate,0,173.3,16.3,0.941,220.9,453.2,79.9,114.5
32_C08_br223_igf1r,gt_c08_neg_0571_0614_gt109_205,separate,0,196.3,8.5,0.928,134.3,236.8,79.0,126.4
32_C08_br223_igf1r,gt_c08_neg_0603_0620_gt021_020,separate,0,125.4,30.2,0.77,84.9,310.2,78.5,101.5
32_C08_br223_igf1r,gt_c08_neg_0031_0099_gt070_147,separate,0,108.2,35.5,0.736,102.3,313.9,81.7,150.0
32_C08_br223_igf1r,gt_c08_neg_0270_0326_gt005_233,separate,0,127.4,33.1,0.984,168.8,483.0,133.9,136.4
32_C08_br223_igf1r,gt_c08_neg_0221_0266_gt090_198,separate,0,75.0,50.9,1.0,61.8,231.5,133.0,146.0
32_C08_br223_igf1r,gt_c08_neg_0501_0591_gt010_055,separate,0,136.6,30.5,0.985,398.2,534.0,136.5,138.9
32_C08_br223_igf1r,gt_c08_neg_0356_0391_gt028_167,separate,0,142.1,20.2,0.414,317.7,554.5,144.7,148.8
32_C08_br223_igf1r,gt_c08_neg_0584_0601_gt109_018,separate,0,159.0,23.7,1.0,166.3,170.9,60.6,139.0
32_C08_br223_igf1r,gt_c08_neg_0228_0256_gt166_197,separate,0,139.3,25.5,0.676,89.5,94.4,48.6,109.2
32_C08_br223_igf1r,gt_c08_neg_0380_0415_gt195_032,separate,0,173.8,18.7,0.988,91.2,153.3,129.7,150.0
32_C08_br223_igf1r,gt_c08_neg_0488_0503_gt122_041,separate,0,162.0,14.1,0.418,120.3,166.2,80.4,119.8
32_C08_br223_igf1r,gt_c08_neg_0527_0539_gt223_187,separate,0,192.5,9.2,0.768,208.7,585.5,95.1,97.6
32_C08_br223_igf1r,gt_c08_neg_0073_0101_gt161_202,separate,0,67.5,44.1,0.312,167.2,224.2,146.4,146.7
32_C08_br223_igf1r,gt_c08_neg_0042_0141_gt060_057,separate,0,174.2,18.9,1.0,96.9,512.8,107.9,135.4
32_C08_br223_igf1r,gt_c08_neg_0457_0491_gt029_051,separate,0,191.5,10.6,0.83,197.8,209.9,139.8,150.0
32_C08_br223_igf1r,gt_c08_neg_0026_0123_gt235_057,separate,0,63.4,52.4,0.767,183.8,878.3,108.5,148.9
32_C08_br223_igf1r,gt_c08_neg_0073_0120_gt161_203,separate,0,92.3,40.6,0.622,224.2,363.7,96.6,146.4
32_C08_br223_igf1r,gt_c08_neg_0123_0239_gt057_011,separate,0,152.9,21.8,0.707,307.6,878.3,108.5,138.3
32_C08_br223_igf1r,gt_c08_neg_0130_0204_gt077_090,separate,0,146.3,26.6,0.875,157.8,341.2,148.4,150.0
32_C08_br223_igf1r,gt_c08_neg_0423_0436_gt043_019,separate,0,149.3,26.7,0.945,100.5,112.6,78.5,143.1
32_C08_br223_igf1r,gt_c08_neg_0130_0214_gt077_090,separate,0,147.5,26.3,0.875,261.9,341.2,146.3,148.4
32_C08_br223_igf1r,gt_c08_neg_0147_0208_gt091_182,separate,0,180.3,17.1,0.989,138.2,266.8,132.6,138.9
32_C08_br223_igf1r,gt_c08_neg_0030_0100_gt156_095,separate,0,131.7,33.5,1.0,174.5,190.0,116.3,128.4
32_C08_br223_igf1r,gt_c08_neg_0432_0461_gt098_165,separate,0,151.4,21.1,0.608,100.2,282.8,123.8,131.7
32_C08_br223_igf1r,gt_c08_neg_0416_0418_gt071_002,separate,0,76.6,41.9,0.324,278.6,450.5,119.8,143.9
32_C08_br223_igf1r,gt_c08_pos_0506_0515_gt124_usernote,merge,1,10.4,157.8,1.0,91.4,93.7,57.2,126.7
