 ,Label,Area,Mean,Min,Max,Length
193,22_B03_act104_egfrc-1.nd2:0902-1636,427.030,1580.272,566.000,4337.000,538.778
194,22_B03_act104_egfrc-1.nd2:0554-2148,178.737,2004.082,618.000,6275.450,233.382
195,22_B03_act104_egfrc-1.nd2:0838-2406,367.170,1568.044,489.000,11514.192,491.895
196,22_B03_act104_egfrc-1.nd2:2556-2386,483.518,1215.066,453.000,4663.060,635.224
197,22_B03_act104_egfrc-1.nd2:1578-2040,1135.656,3665.491,500.000,21593.691,1436.704
198,22_B03_act104_egfrc-1.nd2:2264-2222,775.652,2802.720,509.452,21947.000,981.937
199,22_B03_act104_egfrc-1.nd2:0670-2872,511.340,1890.711,511.040,29561.885,665.584
200,22_B03_act104_egfrc-1.nd2:2566-3154,182.110,1589.289,510.000,14367.999,226.844
201,22_B03_act104_egfrc-1.nd2:1816-3500,358.739,1005.233,454.340,9442.471,497.622
202,22_B03_act104_egfrc-1.nd2:2014-1690,457.382,2374.880,473.660,58255.312,605.335
203,22_B03_act104_egfrc-1.nd2:1996-1638,1051.767,3254.723,512.100,39530.102,1388.753
204,22_B03_act104_egfrc-1.nd2:1774-2160,382.346,2623.716,528.860,11781.000,499.576
205,22_B03_act104_egfrc-1.nd2:1478-2720,871.344,1988.327,455.560,8162.434,1140.366
206,22_B03_act104_egfrc-1.nd2:2508-0658,742.350,1712.693,476.606,27125.439,977.403
207,22_B03_act104_egfrc-1.nd2:1206-1870,222.578,1663.696,509.700,9678.000,288.589
208,22_B03_act104_egfrc-1.nd2:0522-3298,169.042,1075.937,479.000,6616.000,243.120
209,22_B03_act104_egfrc-1.nd2:3230-3284,290.026,1054.489,475.000,5157.720,421.637
210,22_B03_act104_egfrc-1.nd2:2724-2100,660.569,1477.453,483.000,23110.000,878.205
211,22_B03_act104_egfrc-1.nd2:2756-2030,693.450,1788.986,491.000,14552.870,906.720
212,22_B03_act104_egfrc-1.nd2:1356-1754,245.764,1199.435,495.000,5259.110,346.217
213,22_B03_act104_egfrc-1.nd2:2730-0618,618.835,1212.341,491.000,4358.400,806.444
214,22_B03_act104_egfrc-1.nd2:2398-0944,419.864,2002.702,502.000,18548.000,535.337
215,22_B03_act104_egfrc-1.nd2:3000-3508,85.996,1030.119,511.700,4401.860,112.322
216,22_B03_act104_egfrc-1.nd2:2228-1748,440.520,2768.979,500.000,54039.000,546.801
217,22_B03_act104_egfrc-1.nd2:1168-0266,146.278,1831.869,599.000,4103.180,210.655
218,22_B03_act104_egfrc-1.nd2:0498-3364,240.705,983.234,475.000,5425.000,342.556
219,22_B03_act104_egfrc-1.nd2:0490-3330,207.824,1002.902,485.640,4922.040,293.353
220,22_B03_act104_egfrc-1.nd2:1672-2820,184.217,1786.145,477.000,19091.000,241.136
221,22_B03_act104_egfrc-1.nd2:1426-2550,157.660,1617.580,510.000,15951.490,209.358
222,22_B03_act104_egfrc-1.nd2:2140-2408,171.992,1954.183,486.000,13348.000,214.133
223,22_B03_act104_egfrc-1.nd2:3560-2830,84.732,915.518,0.000,7311.000,108.535
224,22_B03_act104_egfrc-1.nd2:0804-2238,65.762,3697.480,516.000,9921.000,79.413
225,22_B03_act104_egfrc-1.nd2:2330-2710,351.994,2400.611,520.000,11177.012,435.844
