 ,Label,Area,Mean,Min,Max,Length
167,47_D02_trka_bmpr211m2-1.nd2:1831-3058,295.343,2086.421,524.000,9009.460,380.056
168,47_D02_trka_bmpr211m2-1.nd2:1878-1005,227.317,1842.442,463.110,8626.000,320.177
169,47_D02_trka_bmpr211m2-1.nd2:2109-1059,78.167,1994.560,518.535,8970.080,107.428
170,47_D02_trka_bmpr211m2-1.nd2:2272-1038,199.008,1865.341,536.000,6079.000,269.232
171,47_D02_trka_bmpr211m2-1.nd2:1791-1443,84.082,995.532,500.040,2434.000,115.784
172,47_D02_trka_bmpr211m2-1.nd2:1781-1550,105.208,4824.308,608.000,10575.830,143.917
173,47_D02_trka_bmpr211m2-1.nd2:2033-1613,246.330,2434.217,528.240,10659.640,354.256
174,47_D02_trka_bmpr211m2-1.nd2:2312-1660,171.966,1715.931,506.000,16058.680,248.377
175,47_D02_trka_bmpr211m2-1.nd2:2099-0949,135.629,1808.102,586.000,5373.690,201.007
176,47_D02_trka_bmpr211m2-1.nd2:1821-1764,131.404,816.615,524.000,1805.200,186.838
177,47_D02_trka_bmpr211m2-1.nd2:1791-2107,111.546,1266.307,547.900,2495.000,164.222
178,47_D02_trka_bmpr211m2-1.nd2:2034-2290,264.921,1296.665,533.000,3455.000,387.029
179,47_D02_trka_bmpr211m2-1.nd2:1982-3476,213.373,702.630,501.000,2807.000,308.611
180,47_D02_trka_bmpr211m2-1.nd2:1939-3544,96.757,678.065,0.000,3024.560,123.478
181,47_D02_trka_bmpr211m2-1.nd2:2079-3533,163.938,1140.252,506.000,7469.105,236.179
182,47_D02_trka_bmpr211m2-1.nd2:1595-3481,101.828,1582.573,538.770,16025.000,141.409
183,47_D02_trka_bmpr211m2-1.nd2:1923-3293,368.439,1497.170,553.000,8530.000,514.186
184,47_D02_trka_bmpr211m2-1.nd2:2221-3150,204.078,1325.471,519.000,4900.640,292.170
185,47_D02_trka_bmpr211m2-1.nd2:2635-0094,202.810,1164.198,467.000,10812.400,273.773
186,47_D02_trka_bmpr211m2-1.nd2:2440-0133,286.470,1435.231,499.000,4934.000,373.349
187,47_D02_trka_bmpr211m2-1.nd2:2512-0068,223.514,719.406,468.000,2792.478,305.047
188,47_D02_trka_bmpr211m2-1.nd2:2668-0542,122.531,1486.491,505.000,5832.000,174.192
189,47_D02_trka_bmpr211m2-1.nd2:2201-3003,142.390,1592.700,560.000,4673.000,196.940
190,47_D02_trka_bmpr211m2-1.nd2:1913-3170,179.149,1119.838,502.000,2511.000,248.822
191,47_D02_trka_bmpr211m2-1.nd2:2454-3231,229.007,1302.317,528.000,4397.200,297.956
192,47_D02_trka_bmpr211m2-1.nd2:2440-3343,110.701,1112.362,601.000,2351.000,140.500
193,47_D02_trka_bmpr211m2-1.nd2:2389-3384,52.393,1694.171,584.000,3915.000,67.774
194,47_D02_trka_bmpr211m2-1.nd2:2460-3522,92.955,813.460,538.964,1309.760,123.207
195,47_D02_trka_bmpr211m2-1.nd2:2512-3539,77.744,933.619,570.000,1382.200,102.778
196,47_D02_trka_bmpr211m2-1.nd2:2264-3572,157.601,972.648,512.980,4654.540,236.794
197,47_D02_trka_bmpr211m2-1.nd2:1866-1911,267.034,1536.295,472.000,7804.000,376.929
198,47_D02_trka_bmpr211m2-1.nd2:1888-1958,137.742,1280.766,492.000,8916.000,199.759
199,47_D02_trka_bmpr211m2-1.nd2:1848-2026,108.166,1155.939,500.000,3159.610,153.041
200,47_D02_trka_bmpr211m2-1.nd2:1909-2734,115.771,1661.134,764.250,5609.000,159.671
201,47_D02_trka_bmpr211m2-1.nd2:1984-3020,91.687,690.157,502.000,1545.000,120.460
202,47_D02_trka_bmpr211m2-1.nd2:2146-2952,248.865,2015.757,554.000,5657.340,316.158
203,47_D02_trka_bmpr211m2-1.nd2:2464-3061,304.638,1328.708,552.000,3761.000,414.389
204,47_D02_trka_bmpr211m2-1.nd2:2334-3073,275.484,1458.811,504.000,4276.000,343.936
205,47_D02_trka_bmpr211m2-1.nd2:2259-2330,216.754,1026.140,508.000,3236.000,295.766
206,47_D02_trka_bmpr211m2-1.nd2:2164-2265,259.006,2066.572,464.000,10587.000,358.057
207,47_D02_trka_bmpr211m2-1.nd2:2121-2770,196.050,3494.704,525.000,9775.000,264.767
208,47_D02_trka_bmpr211m2-1.nd2:2527-2880,199.853,1367.969,479.000,3524.800,271.081
209,47_D02_trka_bmpr211m2-1.nd2:1976-2648,204.923,750.782,504.570,2105.000,271.416
210,47_D02_trka_bmpr211m2-1.nd2:1743-2544,127.179,932.646,517.000,1871.380,181.078
211,47_D02_trka_bmpr211m2-1.nd2:2044-2524,478.717,1328.677,483.000,5729.920,687.002
