 ,Label,Area,Mean,Min,Max,Length
1	41_D08_igf1r_br223-1.nd2:0519-1981	227.317	1123.010	468.000	11062.000	335.874
2	41_D08_igf1r_br223-1.nd2:0499-0173	185.487	2006.437	515.000	4894.000	276.159
3	41_D08_igf1r_br223-1.nd2:0121-1380	93.377	1528.008	524.440	5271.000	133.016
4	41_D08_igf1r_br223-1.nd2:0271-0957	235.345	699.209	511.000	2643.286	353.322
5	41_D08_igf1r_br223-1.nd2:0316-0181	223.936	1625.895	518.309	5263.429	314.633
6	41_D08_igf1r_br223-1.nd2:0193-0248	179.149	737.248	461.000	1588.000	255.508
7	41_D08_igf1r_br223-1.nd2:0642-0254	221.824	908.435	520.165	4735.000	314.143
8	41_D08_igf1r_br223-1.nd2:0624-0134	104.363	938.714	482.000	3480.000	153.865
9	41_D08_igf1r_br223-1.nd2:0627-0083	125.066	837.467	498.000	7052.624	181.596
10	41_D08_igf1r_br223-1.nd2:0722-0306	202.388	738.102	452.000	2930.420	293.619
11	41_D08_igf1r_br223-1.nd2:0236-0358	222.669	2357.851	496.623	9254.000	312.595
12	41_D08_igf1r_br223-1.nd2:0462-0376	149.150	774.397	499.000	4699.000	202.113
13	41_D08_igf1r_br223-1.nd2:0389-1435	228.162	2580.821	508.229	18259.920	331.634
14	41_D08_igf1r_br223-1.nd2:0186-1938	158.868	1233.006	493.000	5026.000	229.453
15	41_D08_igf1r_br223-1.nd2:0173-1813	144.502	796.174	509.000	2272.000	215.877
16	41_D08_igf1r_br223-1.nd2:0308-1693	288.582	1176.132	526.000	3189.900	409.567
17	41_D08_igf1r_br223-1.nd2:0053-0886	46.900	845.573	523.000	1891.000	69.790
18	41_D08_igf1r_br223-1.nd2:0038-1288	51.548	762.063	482.000	1569.000	68.688
19	41_D08_igf1r_br223-1.nd2:0071-1269	85.349	1783.489	506.080	6359.320	120.443
20	41_D08_igf1r_br223-1.nd2:0123-1361	179.149	730.232	485.000	4533.533	249.240
21	41_D08_igf1r_br223-1.nd2:0259-0968	56.618	987.176	514.940	6189.905	83.398
22	41_D08_igf1r_br223-1.nd2:0634-1162	287.737	1970.725	455.000	13004.935	402.569
23	41_D08_igf1r_br223-1.nd2:0316-1625	132.672	1891.229	535.000	15145.500	184.775
24	41_D08_igf1r_br223-1.nd2:0769-0826	81.547	2308.115	534.000	9643.000	120.415
25	41_D08_igf1r_br223-1.nd2:0586-1085	132.249	1252.885	496.000	5745.160	190.027
26	41_D08_igf1r_br223-1.nd2:1042-1385	249.710	866.125	490.000	4268.600	349.779
27	41_D08_igf1r_br223-1.nd2:1007-1182	101.405	902.337	502.000	4677.200	140.908
28	41_D08_igf1r_br223-1.nd2:0987-1243	79.857	2011.817	491.000	5305.290	109.861
29	41_D08_igf1r_br223-1.nd2:0837-1055	122.109	1379.746	509.400	9804.000	168.083
30	41_D08_igf1r_br223-1.nd2:0944-0461	242.527	1054.786	506.380	4064.480	358.217
31	41_D08_igf1r_br223-1.nd2:0235-0506	54.505	906.368	534.200	4392.000	72.691
32	41_D08_igf1r_br223-1.nd2:0451-0592	139.855	1329.214	501.900	5414.000	186.592
33	41_D08_igf1r_br223-1.nd2:0484-0572	136.474	1752.001	524.840	5974.560	189.850
34	41_D08_igf1r_br223-1.nd2:0508-0668	291.540	1581.358	502.000	14142.000	408.806
35	41_D08_igf1r_br223-1.nd2:0446-2161	131.404	1123.054	499.000	7079.000	181.522
36	41_D08_igf1r_br223-1.nd2:0559-2126	235.345	1063.195	487.000	5926.000	346.037
37	41_D08_igf1r_br223-1.nd2:0417-1596	233.654	1421.770	532.300	21438.668	345.081
38	41_D08_igf1r_br223-1.nd2:0653-1481	41.407	1459.460	557.225	3376.000	62.440
39	41_D08_igf1r_br223-1.nd2:0456-1515	49.435	933.626	505.250	2661.050	72.985
40	41_D08_igf1r_br223-1.nd2:0571-1791	100.983	1096.121	548.823	4557.540	142.744
41	41_D08_igf1r_br223-1.nd2:0226-1984	77.744	775.697	504.000	2244.240	108.353
42	41_D08_igf1r_br223-1.nd2:0168-2748	158.446	1510.851	516.000	5297.000	214.238
43	41_D08_igf1r_br223-1.nd2:0724-0557	149.150	1931.884	506.000	15206.000	198.541
44	41_D08_igf1r_br223-1.nd2:0982-0544	357.453	1154.738	490.000	5128.000	525.005
45	41_D08_igf1r_br223-1.nd2:1212-0499	202.810	1358.900	516.480	5312.820	301.155
46	41_D08_igf1r_br223-1.nd2:0765-1476	179.572	669.758	496.168	1799.000	254.773
47	41_D08_igf1r_br223-1.nd2:0659-1783	165.206	680.420	498.000	4112.068	230.840
48	41_D08_igf1r_br223-1.nd2:0807-2041	71.406	1571.904	545.000	4162.040	100.150
49	41_D08_igf1r_br223-1.nd2:0461-2224	357.031	1003.495	503.000	3494.510	503.700
50	41_D08_igf1r_br223-1.nd2:0666-2142	228.584	1149.399	504.000	5342.782	333.474
51	41_D08_igf1r_br223-1.nd2:0258-2355	222.669	1619.695	484.000	5899.340	328.253
52	41_D08_igf1r_br223-1.nd2:0163-2858	140.277	1025.660	502.140	3754.000	210.071
53	41_D08_igf1r_br223-1.nd2:0256-2723	178.727	1081.570	482.000	4165.000	244.823
54	41_D08_igf1r_br223-1.nd2:0456-3465	238.725	1269.838	532.000	4766.160	320.761
55	41_D08_igf1r_br223-1.nd2:0036-3599	37.604	1401.049	694.095	2884.000	50.088
56	41_D08_igf1r_br223-1.nd2:0046-3541	56.618	1455.326	621.858	4874.400	78.271
57	41_D08_igf1r_br223-1.nd2:0120-3486	180.839	856.865	510.000	2651.000	251.564
58	41_D08_igf1r_br223-1.nd2:0096-3373	130.559	1742.397	646.000	4596.970	178.502
59	41_D08_igf1r_br223-1.nd2:0058-3441	66.758	797.320	519.000	1267.277	91.131
60	41_D08_igf1r_br223-1.nd2:0384-2723	181.684	1060.335	488.600	4108.000	261.104
61	41_D08_igf1r_br223-1.nd2:0166-3070	200.275	1849.731	504.840	4898.000	274.040
62	41_D08_igf1r_br223-1.nd2:0154-3451	203.233	774.484	527.000	1382.460	275.994
