stem,plate,case_id,label,gap_px,align_deg,a1_deg,a2_deg,len_min,len_max,len_ratio,end_dist_ratio
P23_B03_ACT104_EGFR,PLATE_23,link_528_1_827_1,0,27.14960957362016,182.72074606388716,152.60502417012117,30.115721893766004,70.68961471733859,112.40262329772725,0.6288964851834371,0.5075754303595844
P23_B03_ACT104_EGFR,PLATE_23,link_590_1_860_1,0,102.44823912591183,138.50654654520122,32.399947061846404,106.10659948335483,67.60247388597918,148.19803139534048,0.45616310317671793,0.4076236174444804
P23_B03_ACT104_EGFR,PLATE_23,link_547_1_840_1,0,122.48329069713972,75.6328859683241,70.69782090809045,4.935065060233657,70.68961471733859,115.35362059692721,0.6128079409344661,0.6968142560034455
P23_B03_ACT104_EGFR,PLATE_23,link_385_0_516_0,1,4.981134408947236,293.8059299503855,140.68394987022046,153.12198008016506,75.57327516605822,107.85210839995246,0.7007120795989144,0.031910748225942476
P23_B03_ACT104_EGFR,PLATE_23,link_175_0_223_1,0,106.94858998603044,221.14668060642276,109.76219509621923,111.38448551020352,50.91636644644747,105.64178452032807,0.481971851172676,0.6505019849394382
P23_B03_ACT104_EGFR,PLATE_23,link_631_0_632_0,0,154.4709843303913,182.3604869415994,114.84186037198954,67.51862656960986,99.34303458745364,173.9898417809369,0.570970313959663,0.9925294324923073
P23_B03_ACT104_EGFR,PLATE_23,link_82_0_761_0,1,0.0,180.0,90.0,90.0,151.9039030052188,474.9394894875992,0.3198384349322148,0.0
P23_B03_ACT104_EGFR,PLATE_23,link_72_1_640_0,1,4.040445519989123,192.2721451403862,177.20271630609983,15.06942883428636,166.93032493233346,169.8333623062253,0.9829065541983595,0.9242580254570444
P23_B03_ACT104_EGFR,PLATE_23,link_462_1_490_0,0,92.65733969848252,237.73580299922085,105.21053536771248,132.52526763150837,42.80640872654265,119.9286982445847,0.35693215513139737,0.672157352971098
P23_B03_ACT104_EGFR,PLATE_23,link_193_0_521_1,0,67.77120111079624,76.99655136476952,43.830102272002215,33.1664490927673,59.71509986137211,104.9387062400076,0.5690474182595353,0.9071442650995682
P23_B03_ACT104_EGFR,PLATE_23,link_511_1_662_0,0,19.011777928431613,274.99686742944766,98.64285886822881,176.35400856121888,103.35803198662629,666.4532055121124,0.15508670546074493,0.02695485667669732
P23_B03_ACT104_EGFR,PLATE_23,link_61_0_762_0,0,130.9819334870273,231.22165908426058,88.9936051277459,142.22805395651469,139.5884456842852,237.65052967189746,0.5873685443790188,0.3407493020764515
P23_B03_ACT104_EGFR,PLATE_23,link_333_0_812_1,0,166.33673076022583,33.76427085933922,16.082694020903045,17.68157683843618,164.61040045891002,179.56228084956763,0.9167315077536585,0.48692992846146443
P23_B03_ACT104_EGFR,PLATE_23,link_216_1_729_1,0,127.71290655215698,163.53532958453002,77.09974489514539,86.43558468938464,332.0123300514458,399.5385205978691,0.8309895365148343,0.8415376423554874
P23_B03_ACT104_EGFR,PLATE_23,link_21_1_92_0,0,104.65529800253803,158.11916583284463,64.20873405018708,93.91043178265755,97.06114403378189,158.1653979381538,0.6136686361180905,0.3639417448981748
P23_B03_ACT104_EGFR,PLATE_23,link_27_1_621_0,0,57.132150318362754,97.36485128213363,55.964425577640846,41.40042570449279,273.51511300450807,347.76467707062085,0.7864948082377128,0.0882562096153424
P23_B03_ACT104_EGFR,PLATE_23,link_201_0_528_1,1,8.475848040166897,331.5672838372345,178.6701735701817,152.89711026705282,73.05937786261461,112.40262329772725,0.6499792951370722,0.04870084420290026
P23_B03_ACT104_EGFR,PLATE_23,link_88_1_490_0,0,88.98268651822121,204.36506823133794,67.7239469314613,136.64112129987663,47.8787872266763,119.9286982445847,0.3992271068350251,0.6598672781114739
P23_B03_ACT104_EGFR,PLATE_23,link_350_0_809_1,0,71.89855353204275,214.16945212843115,140.73425824281276,73.4351938856184,121.82231393923105,720.1015997174297,0.16917378601441038,0.08970823259447504
P23_B03_ACT104_EGFR,PLATE_23,link_499_0_658_1,1,105.48791873954085,71.07348242079573,15.403446994563074,55.67003542623266,78.73973327354233,252.99739509539415,0.3112274466061322,0.25501442488234943
P23_B03_ACT104_EGFR,PLATE_23,link_547_1_838_1,0,122.48329069713972,135.56391165082078,70.69782090809045,64.86609074273034,70.68961471733859,111.36092910714288,0.6347793187799871,0.6968142560034455
P23_B03_ACT104_EGFR,PLATE_23,link_308_1_812_0,0,93.72604867378135,166.24150787516558,51.282219184543486,114.95928869062209,179.56228084956763,188.66854720123848,0.9517340516649132,0.3143304205872624
P23_B03_ACT104_EGFR,PLATE_23,link_337_1_783_0,0,74.84032936859674,168.53846300463562,69.77016552681741,98.76829747781822,95.28701887124339,205.57793333998725,0.46350801043250384,0.23315807278033032
P23_B03_ACT104_EGFR,PLATE_23,link_189_0_260_0,0,73.16928658938814,185.48063099662915,90.400219026703,95.08041196992615,152.5880943447484,184.32351683618205,0.8278275987993514,0.9309834496403849
P23_B03_ACT104_EGFR,PLATE_23,link_827_1_829_1,0,27.14960957362016,182.72074606388716,30.115721893766004,152.60502417012117,70.68961471733859,112.40262329772725,0.6288964851834371,0.5075754303595844
P23_B03_ACT104_EGFR,PLATE_23,link_293_1_726_1,1,0.0,180.0,90.0,90.0,83.17641831839121,83.17641831839121,1.0,1.0
P23_B03_ACT104_EGFR,PLATE_23,link_332_0_345_0,0,135.90065084465198,139.92850749956443,63.87238603073893,76.05612146882551,128.40076976133076,181.8272165528577,0.7061691434076608,0.3463210622468952
P23_B03_ACT104_EGFR,PLATE_23,link_762_0_774_0,0,91.2738653722959,65.77779637784377,25.630161468806065,40.147634909037706,139.5884456842852,227.96129898297602,0.6123339632957152,0.216791344902343
P23_B03_ACT104_EGFR,PLATE_23,link_771_1_780_1,0,99.20401251965596,213.01672269080723,67.4385975937028,145.57812509710445,422.6863017474188,452.13478890037857,0.9348679025018614,0.19380110825173458
P23_B03_ACT104_EGFR,PLATE_23,link_65_0_492_1,1,32.21432134936242,30.077525842958227,15.5522302414132,14.525295601545027,48.961614318349234,89.0719345010712,0.5496862125270268,0.22601778577379852
P23_B03_ACT104_EGFR,PLATE_23,link_18_1_264_1,0,62.089607020821234,174.8447495546274,95.83200377750457,79.01274577712283,83.98259626633845,109.10700138239588,0.7697269212999269,0.9453097109125825
P23_B03_ACT104_EGFR,PLATE_23,link_446_0_521_1,0,102.57900174987086,150.85845983171885,72.39207631879029,78.46638351292857,59.71509986137211,95.34864275121761,0.6262815928820292,0.5273511948972485
P23_B03_ACT104_EGFR,PLATE_23,link_719_1_720_0,0,142.52517426756586,80.80220954097197,23.772161797098033,57.03004774387394,170.24787016878287,1099.019805957535,0.1549088280719857,0.47566300220088703
P23_B03_ACT104_EGFR,PLATE_23,link_173_1_552_1,1,0.0,180.0,90.0,90.0,49.77597436039979,50.63691852164308,0.9829976983912379,0.0
P23_B03_ACT104_EGFR,PLATE_23,link_153_1_533_1,1,0.9087353850268994,85.77394546462011,64.51349728305671,21.2604481815634,257.2818899740408,839.3626925386216,0.3065205211776821,0.018552216159174333
P23_B03_ACT104_EGFR,PLATE_23,link_343_1_848_1,1,0.0,180.0,90.0,90.0,135.70035959854175,135.70035959854175,1.0,1.0
P23_B03_ACT104_EGFR,PLATE_23,link_168_1_792_0,0,138.30056001332773,221.91805425431096,152.19692789831376,69.72112635599721,186.7393148444189,296.2682324588649,0.6303048872117822,0.26784659088172336
P23_B03_ACT104_EGFR,PLATE_23,link_1_0_123_1,0,123.18231772458276,258.9149536339722,171.79224647616945,87.12270715780272,65.09291630857959,101.97266128681306,0.63833693744146,0.9251683079488838
P23_B03_ACT104_EGFR,PLATE_23,link_5_1_594_0,0,135.2692030729835,38.506438105466145,37.0422686108217,1.4641694946444417,53.088301729747876,130.9498611058185,0.4054093779209743,0.8162093834696738
P23_B03_ACT104_EGFR,PLATE_23,link_423_0_730_1,0,130.44798081994225,277.4496195344267,138.1952177249257,139.25440180950096,262.5582854548031,364.564259168467,0.7201975477620082,0.240119150646264
P23_B03_ACT104_EGFR,PLATE_23,link_721_1_725_0,0,51.50492209488338,292.0612510288189,154.8468022514283,137.21444877739057,184.32351683618205,616.5956101764305,0.2989374458625166,0.06871649352141705
P23_B03_ACT104_EGFR,PLATE_23,link_852_0_860_1,0,152.70268399736784,118.4156066841948,59.99377330563402,58.42183337856078,67.60247388597918,134.60735649268406,0.5022197571323183,0.5117683473590797
P23_B03_ACT104_EGFR,PLATE_23,link_426_1_678_1,0,44.369968447137786,274.4887108246703,139.48491915218676,135.00379167248352,136.61986502722104,186.95789826787228,0.7307520371857883,0.15633335879663332
P23_B03_ACT104_EGFR,PLATE_23,link_108_1_123_1,0,83.21585726290388,70.4061370972462,7.700901068111874,62.705236029134326,65.09291630857959,147.47576952387726,0.4413804146859572,0.7379978254282047
P23_B03_ACT104_EGFR,PLATE_23,link_446_0_642_0,1,0.0,180.0,90.0,90.0,95.34864275121761,95.34864275121761,1.0,1.0
P23_B03_ACT104_EGFR,PLATE_23,link_304_1_762_1,0,115.3607753961458,228.36749932949624,88.81288696383473,139.5546123656615,139.5884456842852,219.59824231817237,0.6356537475470215,0.5615397930751609
P23_B03_ACT104_EGFR,PLATE_23,link_282_1_444_1,0,131.62306560781826,75.71190718424631,6.237643063783464,69.47426412046285,167.94690185963532,541.204141068036,0.31032079970452836,0.1596779922653647
P23_B03_ACT104_EGFR,PLATE_23,link_23_0_502_0,0,157.44541212750536,124.87717871099508,78.51203613955585,46.365142571439236,109.06801125279388,274.4444253676659,0.3974138338087151,0.47764665973715226
P23_B03_ACT104_EGFR,PLATE_23,link_87_1_709_0,0,86.12101717931577,199.2729955123367,102.58381180894158,96.68918370339512,105.38241815904203,147.90178109805612,0.7125162210803632,0.32820588508749626
P23_B03_ACT104_EGFR,PLATE_23,link_63_1_104_0,0,136.65257041124397,205.1581444008753,108.73620985388696,96.42193454698835,143.90196506033942,332.4961944870609,0.4327928182225838,0.8920648737777509
P23_B03_ACT104_EGFR,PLATE_23,link_302_1_820_1,1,0.0,180.0,90.0,90.0,168.84738803909153,168.84738803909153,1.0,1.0
P23_B03_ACT104_EGFR,PLATE_23,link_641_1_645_0,1,77.28921270138544,97.67229398640453,3.1253416263768514,94.54695236002767,166.3564918560636,552.9224744016516,0.30086766148561295,0.30023161237240953
P23_B03_ACT104_EGFR,PLATE_23,link_20_1_505_0,0,144.30091926249116,196.57973510935537,68.87858208616973,127.70115302318564,184.68444531849445,533.555401004521,0.34613921060641567,0.32245304347766474
P23_B03_ACT104_EGFR,PLATE_23,link_581_0_819_0,1,2.0408821622038102,86.66295513086851,8.109414223798161,78.55354090707036,126.37056968011143,288.58938404563713,0.43789056932228443,0.01651756157153196
P23_B03_ACT104_EGFR,PLATE_23,link_94_0_716_0,1,60.47840110320419,269.4510051615639,90.3865798546281,179.0644253069358,139.6466211908267,153.07300199071543,0.9122877279123127,0.927314720331618
P23_B03_ACT104_EGFR,PLATE_23,link_422_0_552_1,1,12.25887433657741,10.766277176463477,2.490154468630122,8.276122707833355,49.77597436039979,219.91715147170584,0.22633966485694448,0.044431216491284925
P23_B03_ACT104_EGFR,PLATE_23,link_24_1_565_1,0,68.50902495292127,172.59302271937025,113.21380427064167,59.379218448728565,87.02388476879781,194.24720094139616,0.44800586236016177,0.5254503181506892
P23_B03_ACT104_EGFR,PLATE_23,link_509_1_815_1,0,155.979732657804,153.41006408648911,110.62651191551318,42.78355217097593,38.46555004822082,251.70399057252976,0.15282058087647513,0.438921003286227
P23_B03_ACT104_EGFR,PLATE_23,link_605_0_786_1,0,85.50062689828674,165.1664713755956,96.58373067233171,68.58274070326388,79.17798641933825,88.9226302810321,0.89041435424372,0.9517757098795334
P23_B03_ACT104_EGFR,PLATE_23,link_256_0_767_1,0,130.40655811729718,222.06681003847388,121.63132426774969,100.4354857707242,82.92942135225375,83.98522893545308,0.9874286514833368,0.7069409253717377
P23_B03_ACT104_EGFR,PLATE_23,link_268_0_831_0,0,36.897457907016005,54.716964667871395,42.61387312860061,12.103091539270784,115.39428652073553,121.51565658269905,0.9496248447804128,0.15082689533695348
P23_B03_ACT104_EGFR,PLATE_23,link_784_1_790_0,1,0.0,180.0,90.0,90.0,257.2818899740408,460.1103663807579,0.5591742955018117,0.0
P23_B03_ACT104_EGFR,PLATE_23,link_23_0_623_1,0,116.75156401521997,157.92072362313965,84.505487390418,73.41523623272165,173.7195717659859,274.4444253676659,0.6329863378833746,0.2828964894561719
P23_B03_ACT104_EGFR,PLATE_23,link_675_1_678_1,0,73.8222087179732,178.45461732659007,96.76574868785181,81.68886863873826,131.9723501153718,186.95789826787228,0.7058934195242317,0.6291182745999513
P23_B03_ACT104_EGFR,PLATE_23,link_390_1_735_1,1,42.828739182936594,147.34491186574766,0.8898247776480313,146.45508708809962,100.59334018591923,159.12740560242202,0.6321559746738442,0.4213261941287204
P23_B03_ACT104_EGFR,PLATE_23,link_640_0_649_1,0,54.1181854832551,152.2437231602732,80.16017158905584,72.08355157121736,81.86881509723156,166.93032493233346,0.49043704390090737,0.4368870309764897
P23_B03_ACT104_EGFR,PLATE_23,link_90_0_591_1,0,132.973877133819,154.594777890726,102.2049093819813,52.389868508744684,42.77583718158634,45.20503983268278,0.9462625702778354,0.7105881946026285
P23_B03_ACT104_EGFR,PLATE_23,link_108_0_305_1,0,125.92601677175382,118.05826083299954,72.73302701450743,45.3252338184921,57.69259125808816,147.47576952387726,0.39120047614837067,0.48177384656011546
P23_B03_ACT104_EGFR,PLATE_23,link_2_1_478_0,1,68.54065654777459,302.9896076421258,137.45990604667247,165.52970159545333,139.23607072456812,584.9576083203233,0.23802762583835363,0.10716458846122792
P23_B03_ACT104_EGFR,PLATE_23,link_73_1_255_0,0,140.6950962187381,34.359561031723224,3.8002451944639293,30.559315837259298,100.59334018591923,337.79078659711723,0.2977977617426754,0.25000335553639
P23_B03_ACT104_EGFR,PLATE_23,link_13_1_110_1,1,4.159278783635417,245.7890009094412,139.4677954048632,106.321205504578,133.16011214525574,746.9318176720645,0.1782761277465339,0.03125646764971415
P23_B03_ACT104_EGFR,PLATE_23,link_256_1_304_1,0,151.1282703533657,141.08117286891195,66.82770152422887,74.25347134468308,83.98522893545308,219.59824231817237,0.3824494588338655,0.9453969033791554
P23_B03_ACT104_EGFR,PLATE_23,link_63_0_286_0,0,73.25878104363998,176.82174977101283,70.41504508842411,106.40670468258874,122.08598317768298,143.90196506033942,0.8483969147085045,0.8618334561332209
P23_B03_ACT104_EGFR,PLATE_23,link_414_0_422_0,0,71.76495105551169,147.8858246307949,36.71388181438941,111.1719428164055,151.69537759837795,219.91715147170584,0.6897842054756462,0.8188591355706123
P23_B03_ACT104_EGFR,PLATE_23,link_14_1_452_1,0,135.61636774372056,136.3931077845334,53.717971001521015,82.67513678301239,63.33410530611695,146.7706479248409,0.43151751526333404,0.5512642890061774
P23_B03_ACT104_EGFR,PLATE_23,link_116_0_746_0,0,52.10243852258744,59.8819280105032,3.284360529277105,56.5975674812261,168.51034990739794,174.25374948347138,0.9670400229946373,0.45055587099428934
P23_B03_ACT104_EGFR,PLATE_23,link_398_0_653_0,0,75.54898013871531,276.33701247395175,155.07915633807144,121.25785613588033,1086.6659662531513,1233.37786643632,0.8810487003410618,0.06881679054429651
P23_B03_ACT104_EGFR,PLATE_23,link_95_0_748_0,1,0.0,180.0,90.0,90.0,178.09512367724372,178.09512367724372,1.0,1.0
P23_B03_ACT104_EGFR,PLATE_23,link_27_0_220_1,0,148.975254656604,141.3348387211496,65.86888958970495,75.46594913144463,72.45863482115857,273.51511300450807,0.26491638441918314,0.4008453489772116
P23_B03_ACT104_EGFR,PLATE_23,link_32_0_431_0,0,154.4709843303913,130.6992269710247,63.18060040141485,67.51862656960986,81.86881509723156,99.34303458745364,0.8241022175053533,0.5804904072161768
P23_B03_ACT104_EGFR,PLATE_23,link_484_1_502_0,1,14.387021929502948,18.55645444957259,13.410730055113607,5.145724394458983,109.06801125279388,146.76604575908868,0.7431419896113111,0.05362966457875011
P23_B03_ACT104_EGFR,PLATE_23,link_62_0_456_0,1,21.09580527024258,170.53061962955536,141.21211344474165,29.31850618481371,122.5689038474592,164.7624214495654,0.743912979483481,0.083302400859626
P23_B03_ACT104_EGFR,PLATE_23,link_123_0_305_1,1,103.5951683236241,127.85932363037267,115.31101409692032,12.548309533452358,57.69259125808816,65.09291630857959,0.8863113612023551,0.5193364665552368
P23_B03_ACT104_EGFR,PLATE_23,link_431_0_626_0,0,94.69214381351813,190.77539442665721,97.52700193688112,93.24839248977611,99.34303458745364,384.644682790695,0.25827221597525973,0.3207659688404812
P23_B03_ACT104_EGFR,PLATE_23,link_132_0_199_1,0,88.79238086682874,41.27176907933469,8.706153328716224,32.56561575061846,40.34626174716919,46.76974588955541,0.8626572793969207,0.5540345427538534
P23_B03_ACT104_EGFR,PLATE_23,link_49_1_430_0,0,109.35321211560274,216.7520970172044,88.09588171130387,128.6562153059005,55.55443278634403,82.92942135225375,0.6699001618541287,0.6721261592667946
P23_B03_ACT104_EGFR,PLATE_23,link_148_0_570_1,1,0.0,180.0,90.0,90.0,65.16300660605548,182.67823837574522,0.3567091909000332,0.0
P23_B03_ACT104_EGFR,PLATE_23,link_430_0_591_1,1,138.70423821931317,61.93186363680594,58.31327068155189,3.6185929552540523,45.20503983268278,82.92942135225375,0.5451025594483333,0.5509101372537764
P23_B03_ACT104_EGFR,PLATE_23,link_458_0_858_1,0,136.53320951329025,271.08015645039916,131.35965079171774,139.72050565868142,116.13747657698599,291.63711613833567,0.3982259806803779,0.538816356336694
P23_B03_ACT104_EGFR,PLATE_23,link_134_0_521_1,0,114.61535324728526,189.73861418174255,102.40970861365949,87.32890556808304,59.71509986137211,218.08842367907505,0.27381141490226474,0.4216798467311354
P23_B03_ACT104_EGFR,PLATE_23,link_622_1_645_0,0,76.72963703810937,299.34192393577587,126.62329287506067,172.71863106071518,142.7716035648184,552.9224744016516,0.2582126973936438,0.12363235050883245
P23_B03_ACT104_EGFR,PLATE_23,link_102_0_776_1,0,64.67178441948228,142.16046208996156,26.686454339963117,115.47400774999844,115.80478464502467,839.3626925386216,0.1379675147280818,0.2725264546406499
P23_B03_ACT104_EGFR,PLATE_23,link_66_0_691_1,0,20.103047032726128,226.52930926037095,125.68749531107329,100.84181394929766,361.2706826796316,1004.1274811910554,0.3597856740770673,0.015115683830390043
P23_B03_ACT104_EGFR,PLATE_23,link_220_0_635_0,0,83.10480371193955,116.41361427260262,60.121361521497725,56.29225275110489,72.45863482115857,648.6518425384611,0.11170651198275477,0.11870979431697412
P23_B03_ACT104_EGFR,PLATE_23,link_444_1_568_1,1,2.3259406699225194,207.57234121833332,53.35112532273431,154.22121589559902,29.531914426848534,167.94690185963532,0.17584078122221253,0.01351570828871808
P23_B03_ACT104_EGFR,PLATE_23,link_106_1_746_1,0,134.21121152869455,156.4603359749682,89.46973976349514,66.99059621147306,168.51034990739794,409.0018249978971,0.4120039070932369,0.23799028553634544
P23_B03_ACT104_EGFR,PLATE_23,link_281_0_690_1,0,135.22528794570923,151.75880766755606,38.41422091688019,113.34458675067586,245.55871136709598,346.01294491084604,0.7096807069757659,0.5528852531895204
P23_B03_ACT104_EGFR,PLATE_23,link_188_0_481_1,0,113.70144634084473,169.01475762913392,156.85365042543924,12.16110720369469,60.15116385172917,381.592387107763,0.15763198083598634,0.4665980755712536
P23_B03_ACT104_EGFR,PLATE_23,link_110_1_544_1,0,2.7508725888342216,238.3359100332303,166.49234837964684,71.84356165358346,133.16011214525574,322.30270792584247,0.4131523219342423,0.01518081610879073
P23_B03_ACT104_EGFR,PLATE_23,link_484_0_623_0,0,29.96714534285848,187.42330587023275,42.92857535041822,144.49473051981454,146.76604575908868,173.7195717659859,0.8448446209434262,0.7495725203003295
P23_B03_ACT104_EGFR,PLATE_23,link_459_1_827_1,0,122.48329069713972,135.56391165082078,64.86609074273034,70.69782090809045,70.68961471733859,111.36092910714288,0.6347793187799871,0.6968142560034455
P23_B03_ACT104_EGFR,PLATE_23,link_37_1_370_1,0,147.4470888149374,179.86534154417436,100.1498169477175,79.71552459645686,76.89438001942145,131.28021156855345,0.5857271183575739,0.5768527167180691
P23_B03_ACT104_EGFR,PLATE_23,link_201_0_435_0,0,125.64338900236632,166.81568688939927,64.78765976690718,102.0280271224921,73.05937786261461,200.55660955233878,0.3642830721245738,0.8157189018557913
P23_B03_ACT104_EGFR,PLATE_23,link_306_1_659_1,0,141.65433456128332,235.45402937391918,165.7700711676136,69.6839582063056,221.8440192253962,582.5325666879289,0.3808268102274894,0.3467404774922624
P23_B03_ACT104_EGFR,PLATE_23,link_0_1_169_0,0,135.00083333076128,163.41538218296478,55.1146292705128,108.30075291245197,63.25959365753313,370.40523310208914,0.17078482700620445,0.4078316517063352
P23_B03_ACT104_EGFR,PLATE_23,link_97_0_667_1,0,80.05930114608806,283.51826200997994,126.11322501086592,157.40503699911403,76.97661572230896,98.96430544434824,0.7778220175111129,0.5300741159605875
P23_B03_ACT104_EGFR,PLATE_23,link_264_1_662_1,0,133.10087039535085,184.7058759183342,33.06155084797141,151.64432507036278,83.98259626633845,666.4532055121124,0.12601424311824713,0.31859623954330396
P23_B03_ACT104_EGFR,PLATE_23,link_47_1_287_0,0,45.031637767240845,168.29724051152036,106.14927047822584,62.14797003329452,100.32577275573254,138.16225424017202,0.7261445849119755,0.6729155792746334
P23_B03_ACT104_EGFR,PLATE_23,link_108_1_136_0,0,4.436361121459826,184.7493235643441,10.341480289700435,174.40784327464368,147.47576952387726,185.44735047656957,0.7952433353449833,0.014993044452796367
P23_B03_ACT104_EGFR,PLATE_23,link_31_0_199_1,0,90.83304354693847,140.970060645563,77.47936437669584,63.49069626886715,40.34626174716919,220.56281670067926,0.18292413177658215,0.3189812332180661
P23_B03_ACT104_EGFR,PLATE_23,link_111_0_175_0,0,52.815956869113236,182.57962137581973,80.47512733963612,102.10449403618362,27.17433488081163,50.91636644644747,0.5337053049414455,0.8846394441285348
P23_B03_ACT104_EGFR,PLATE_23,link_587_1_718_0,0,138.5678476415074,75.34538865223733,59.87287662773794,15.4725120244994,38.10467936431039,153.07300199071543,0.24893141748550549,0.5413011183944152
P23_B03_ACT104_EGFR,PLATE_23,link_378_1_724_1,1,20.707015719316008,210.0311793912288,57.135246377615836,152.89593301361296,143.90196506033942,148.6782051192939,0.9678753180056069,0.07968535467056112
