stem,plate,label,length_px,signal_mean,signal_frac,straightness,signal_p25
P23_B03_ACT104_EGFR,PLATE_23,1,27.17433488081163,150.0,1.0,0.9909837456341473,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,137.94525410762122,149.1216216216216,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,0,564.6316729686596,128.4975845410628,0.9967793880837359,0.10767855971650389,110.0
P23_B03_ACT104_EGFR,PLATE_23,0,509.74349243138715,138.6413043478261,1.0,0.0,135.0
P23_B03_ACT104_EGFR,PLATE_23,1,210.76483631808406,136.38842975206612,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,174.25374948347138,98.9322033898305,1.0,0.9778403778372927,87.75
P23_B03_ACT104_EGFR,PLATE_23,1,567.8002525168005,131.5451263537906,1.0,0.0,112.0
P23_B03_ACT104_EGFR,PLATE_23,1,708.513122378077,147.8236582694414,1.0,0.9884650864527802,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,339.0406914843588,144.13715710723193,1.0,0.9767043252398082,144.0
P23_B03_ACT104_EGFR,PLATE_23,0,52.6211971911264,144.4923076923077,1.0,0.9248787837235402,141.0
P23_B03_ACT104_EGFR,PLATE_23,0,58.39130547192661,144.58490566037736,1.0,0.062024146503172416,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,159.7172359175184,134.6962962962963,0.9407407407407408,0.8151952757326248,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,110.94103508047502,150.0,1.0,0.07784315537821065,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,228.86328629837428,147.70338983050848,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,359.12456169913526,149.7157894736842,1.0,0.0,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,236.0741154033833,143.71929824561403,1.0,0.9821113416351475,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,234.34690382536346,127.44444444444444,1.0,0.0,108.0
P23_B03_ACT104_EGFR,PLATE_23,1,1170.9318622617238,136.71698113207546,1.0,0.0,123.0
P23_B03_ACT104_EGFR,PLATE_23,1,47.60186455466506,145.47692307692307,1.0,0.9658844365904806,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,813.9862341977326,141.82227784730912,1.0,0.2823479363565824,150.0
P23_B03_ACT104_EGFR,PLATE_23,1,169.25757798388332,135.45054945054946,1.0,0.0,111.25
