 ,Label,Area,Mean,Min,Max,Length
172,17_B08_BMPR2_HER2mb-1.nd2:2018-3554,109.206,810.708,495.000,1579.200,148.515
173,17_B08_BMPR2_HER2mb-1.nd2:2074-3462,106.676,1596.323,465.000,5384.800,143.280
174,17_B08_BMPR2_HER2mb-1.nd2:2732-2066,69.150,6637.990,497.000,40633.777,83.986
175,17_B08_BMPR2_HER2mb-1.nd2:2720-2136,90.232,1048.660,492.000,4721.513,118.396
176,17_B08_BMPR2_HER2mb-1.nd2:2518-2852,67.463,1018.877,487.000,2317.440,96.067
177,17_B08_BMPR2_HER2mb-1.nd2:2590-2838,51.441,1743.732,499.000,5063.121,69.033
178,17_B08_BMPR2_HER2mb-1.nd2:3256-3210,144.202,1119.806,479.821,18098.100,182.535
179,17_B08_BMPR2_HER2mb-1.nd2:2530-0248,185.523,676.246,466.980,1483.800,246.800
180,17_B08_BMPR2_HER2mb-1.nd2:0450-2694,152.635,794.507,539.000,1828.116,213.009
181,17_B08_BMPR2_HER2mb-1.nd2:3512-2720,169.079,1237.470,531.000,4187.000,205.963
182,17_B08_BMPR2_HER2mb-1.nd2:1278-3570,153.900,2026.006,466.000,16672.000,211.925
183,17_B08_BMPR2_HER2mb-1.nd2:3602-1432,117.639,1896.162,472.440,7355.000,178.077
184,17_B08_BMPR2_HER2mb-1.nd2:3442-1138,57.344,1652.459,517.000,3876.000,83.706
185,17_B08_BMPR2_HER2mb-1.nd2:3336-1270,65.355,1342.814,551.000,3210.440,96.071
186,17_B08_BMPR2_HER2mb-1.nd2:1094-0648,113.001,1077.704,457.000,4005.900,143.566
187,17_B08_BMPR2_HER2mb-1.nd2:3094-0798,141.672,802.389,538.000,1304.398,196.781
188,17_B08_BMPR2_HER2mb-1.nd2:3434-3430,137.034,713.976,465.182,1323.000,192.770
189,17_B08_BMPR2_HER2mb-1.nd2:3278-0380,235.277,845.928,459.000,6298.000,304.379
190,17_B08_BMPR2_HER2mb-1.nd2:2862-1614,81.799,1017.576,480.000,2095.000,105.831
191,17_B08_BMPR2_HER2mb-1.nd2:3448-2428,164.863,720.952,471.000,1742.120,219.607
