 ,Label,Area,Mean,Min,Max,Length
1,23_B02_ctrl-1.nd2:0570-3426,116.769,5392.197,469.000,17772.740,171.556
2,23_B02_ctrl-1.nd2:0174-1166,232.696,875.873,457.000,5091.000,299.437
3,23_B02_ctrl-1.nd2:0528-0704,393.728,769.765,440.400,5396.000,549.115
4,23_B02_ctrl-1.nd2:1812-0714,284.968,1654.091,473.000,20849.000,386.460
5,23_B02_ctrl-1.nd2:0920-0486,511.340,1659.671,385.000,21192.721,709.218
6,23_B02_ctrl-1.nd2:1004-1242,204.030,963.171,449.540,9040.930,257.534
7,23_B02_ctrl-1.nd2:1116-1000,302.673,3287.801,450.010,42297.000,450.354
8,23_B02_ctrl-1.nd2:1604-1488,273.164,2482.406,476.000,13140.160,391.445
9,23_B02_ctrl-1.nd2:3082-0724,381.924,1915.114,444.120,29594.000,505.325
10,23_B02_ctrl-1.nd2:3234-0972,208.667,4083.700,472.000,14276.180,291.009
11,23_B02_ctrl-1.nd2:2334-1478,126.465,3119.893,506.280,20913.199,175.490
12,23_B02_ctrl-1.nd2:2262-1502,119.720,1435.240,542.000,18832.000,163.381
13,23_B02_ctrl-1.nd2:2198-2282,231.853,2347.677,497.000,10087.000,293.192
14,23_B02_ctrl-1.nd2:1794-3318,378.552,2361.209,481.760,22801.381,555.059
15,23_B02_ctrl-1.nd2:1930-3494,470.450,4468.398,463.580,26452.801,644.998
16,23_B02_ctrl-1.nd2:1996-3392,106.231,3497.908,479.000,22614.320,143.826
17,23_B02_ctrl-1.nd2:1460-3208,215.412,3119.744,439.000,25399.000,296.587
18,23_B02_ctrl-1.nd2:2434-1686,241.548,2969.404,481.560,15885.220,329.382
19,23_B02_ctrl-1.nd2:3102-1668,435.461,2787.869,493.750,34677.789,601.446
20,23_B02_ctrl-1.nd2:3322-1874,142.484,5751.666,517.440,15300.000,199.905
21,23_B02_ctrl-1.nd2:3024-2674,369.278,3039.018,497.000,13775.920,499.049
22,23_B02_ctrl-1.nd2:2222-2458,420.707,1074.676,474.208,15240.705,579.905
23,23_B02_ctrl-1.nd2:2056-2582,168.198,3035.365,483.570,14331.130,240.504
24,23_B02_ctrl-1.nd2:2040-2564,175.786,2850.190,534.000,12575.038,231.549
25,23_B02_ctrl-1.nd2:1452-2792,188.011,1107.714,453.000,11026.000,240.946
26,23_B02_ctrl-1.nd2:2740-0948,182.110,1929.190,457.380,6150.767,248.566
27,23_B02_ctrl-1.nd2:3086-0154,265.577,908.556,443.000,4317.000,365.471
28,23_B02_ctrl-1.nd2:3546-1196,66.183,2325.832,470.760,19595.000,98.212
29,23_B02_ctrl-1.nd2:3126-2508,243.234,3499.079,481.000,16100.140,322.226
30,23_B02_ctrl-1.nd2:2924-2626,548.858,1564.283,481.000,31350.439,755.269
31,23_B02_ctrl-1.nd2:2626-2504,533.261,3035.077,447.000,19477.000,696.116
32,23_B02_ctrl-1.nd2:3192-2378,478.038,1542.048,444.000,11278.000,619.610
33,23_B02_ctrl-1.nd2:1230-3202,303.094,4579.053,463.000,22549.641,436.315
34,23_B02_ctrl-1.nd2:1272-3218,450.637,5014.122,465.000,37345.520,643.072
35,23_B02_ctrl-1.nd2:3320-1252,272.743,2048.587,403.000,9259.840,357.440
36,23_B02_ctrl-1.nd2:3256-1178,664.784,4963.847,493.000,37908.000,889.436
37,23_B02_ctrl-1.nd2:3016-1826,251.244,1250.391,436.760,8736.790,316.701
38,23_B02_ctrl-1.nd2:0544-2416,67.448,7896.057,572.599,27202.279,92.063
39,23_B02_ctrl-1.nd2:0688-2224,96.535,6390.696,515.000,19605.000,123.395
40,23_B02_ctrl-1.nd2:1662-1860,118.877,2734.529,514.000,18658.680,167.555
41,23_B02_ctrl-1.nd2:1764-1904,207.403,2341.758,489.000,23591.000,270.222
42,23_B02_ctrl-1.nd2:1278-2328,178.737,1870.652,463.000,22978.000,250.952
43,23_B02_ctrl-1.nd2:1184-2842,130.681,2326.307,417.020,9066.000,181.165
44,23_B02_ctrl-1.nd2:1304-2392,632.747,2239.339,455.000,23395.164,863.253
45,23_B02_ctrl-1.nd2:1390-1988,209.932,2728.548,475.000,22911.180,295.311
46,23_B02_ctrl-1.nd2:1364-2300,164.405,813.318,478.940,2605.140,243.982
47,23_B02_ctrl-1.nd2:0072-2328,126.465,1837.320,486.520,17498.000,163.470
48,23_B02_ctrl-1.nd2:0504-3236,204.452,860.209,474.000,1668.560,271.445
49,23_B02_ctrl-1.nd2:1950-2106,67.870,660.569,512.040,2370.000,91.334
50,23_B02_ctrl-1.nd2:2030-2088,49.321,2751.745,855.000,7641.540,62.584
51,23_B02_ctrl-1.nd2:2134-3128,91.476,993.447,508.760,3702.160,128.802
52,23_B02_ctrl-1.nd2:2534-3126,157.238,1703.272,452.000,8712.080,231.071
53,23_B02_ctrl-1.nd2:2272-2966,135.739,1922.920,445.000,6998.640,184.742
54,23_B02_ctrl-1.nd2:2018-2916,88.526,3896.035,851.488,7245.600,121.521
55,23_B02_ctrl-1.nd2:2100-2958,151.336,1216.156,477.000,4843.553,209.692
56,23_B02_ctrl-1.nd2:2600-1142,304.359,1084.860,458.240,2371.000,431.970
57,23_B02_ctrl-1.nd2:2744-2234,179.580,1337.052,459.000,4478.000,228.891
58,23_B02_ctrl-1.nd2:1532-1858,123.936,1810.692,484.000,13305.000,170.283
59,23_B02_ctrl-1.nd2:1438-1580,75.036,1319.840,512.663,5135.660,101.862
60,23_B02_ctrl-1.nd2:2732-1704,128.151,938.184,516.000,1749.840,190.465
61,23_B02_ctrl-1.nd2:3334-0060,82.624,642.441,476.000,4281.000,108.999
62,23_B02_ctrl-1.nd2:3332-2798,111.711,798.946,469.000,1754.880,160.326
63,23_B02_ctrl-1.nd2:3514-3234,116.769,1139.124,456.560,7635.000,163.310
64,23_B02_ctrl-1.nd2:2342-2802,160.189,1652.988,482.000,21206.191,201.086
65,23_B02_ctrl-1.nd2:2642-2560,279.066,1406.551,475.300,5679.000,381.165
66,23_B02_ctrl-1.nd2:0722-2112,298.036,821.837,451.160,3387.140,389.251
67,23_B02_ctrl-1.nd2:2698-0066,105.809,972.035,472.000,2521.170,134.731
68,23_B02_ctrl-1.nd2:2626-0166,61.968,630.879,463.000,1637.600,79.764
69,23_B02_ctrl-1.nd2:2938-1804,138.690,1751.344,485.680,5518.000,197.304
70,23_B02_ctrl-1.nd2:1142-0848,81.359,1303.800,468.000,8105.560,109.581
71,23_B02_ctrl-1.nd2:0382-1380,188.854,905.377,478.490,2302.000,241.277
72,23_B02_ctrl-1.nd2:3590-2048,44.684,1559.443,490.000,4712.731,58.264
